x,y,area,nuclear_qki,cytoplasmic_qki,nc_ratio
1932.9791666666667,1195.6666666666667,48,0.0,0.0,inf
1931.8846153846155,1209.5961538461538,52,0.0,0.0,inf
1954.2736842105264,1274.0526315789473,95,2.6842105263157894,0.0,inf
1718.4170403587443,1283.982062780269,223,0.0,0.0,inf
1983.0117647058823,1280.6235294117646,255,0.0,0.0,inf
1446.0477453580902,1286.8859416445623,377,0.0,0.0,inf
1753.4642857142858,1291.8214285714287,28,0.0,0.0,inf
1931.1666666666667,1295.404761904762,42,0.0,0.0,inf
1743.3636363636363,1303.3181818181818,22,0.0,0.0,inf
1935.3418803418804,1309.6153846153845,117,54.48717948717949,49.583333333333336,1.098901098901099
479.90909090909093,1315.1818181818182,143,0.0,0.0,inf
1961.9411764705883,1322.1764705882354,17,0.0,0.0,inf
280.3333333333333,1351.6666666666667,33,0.0,0.0,inf
474.21153846153845,1360.5384615384614,52,0.0,0.0,inf
524.078947368421,1361.1842105263158,38,0.0,0.0,inf
291.8,1375.2727272727273,55,153.0,121.01694915254237,1.2642857142857145
470.6265060240964,1379.8072289156626,83,0.0,0.0,inf
399.38775510204084,1420.408163265306,49,0.0,0.0,inf
613.1020408163265,1455.1020408163265,49,0.0,0.0,inf
675.5666666666667,1455.1333333333334,30,42.5,7.7272727272727275,5.5
883.9830508474577,1480.2542372881355,118,142.6271186440678,82.875,1.7209908735332464
502.7901234567901,1490.851851851852,324,94.44444444444444,14.571428571428571,6.481481481481482
886.0588235294117,1492.0,17,0.0,0.0,inf
650.5170454545455,1525.5454545454545,176,114.46022727272727,51.0,2.2443181818181817
656.5,1543.0,30,0.0,0.0,inf
1154.0833333333333,1567.404761904762,84,91.07142857142857,85.0,1.0714285714285714
1115.1119402985075,1594.7910447761194,134,3.8059701492537314,26.5625,0.14328358208955225
1521.9276315789473,1612.1644736842106,152,125.82236842105263,81.13636363636364,1.550751879699248
1164.2,1635.7,20,0.0,0.0,inf
1310.9142857142858,1642.7142857142858,35,0.0,0.0,inf
1296.0,1646.7777777777778,18,0.0,0.0,inf
1070.4032258064517,1652.1129032258063,62,0.0,0.0,inf
458.6734693877551,1674.0102040816328,98,0.0,0.0,inf
175.99242424242425,1675.8484848484848,132,137.1590909090909,8.5,16.136363636363637
399.97014925373134,1711.0746268656717,134,85.63432835820896,42.5,2.0149253731343286
670.3913043478261,1732.608695652174,23,0.0,0.0,inf
1363.275590551181,1739.1574803149606,127,0.0,0.0,inf
578.2444444444444,1753.9555555555555,45,0.0,0.0,inf
1877.3932584269662,1756.314606741573,89,0.0,0.0,inf
849.375,1754.75,16,0.0,46.36363636363637,0.0
1431.361111111111,1763.451388888889,144,120.41666666666667,26.379310344827587,4.564814814814815
848.925925925926,1765.4074074074074,27,188.88888888888889,147.1153846153846,1.2839506172839505
1884.125,1766.25,24,0.0,0.0,inf
854.76,1780.38,50,0.0,0.0,inf
423.4,1796.9,20,229.5,160.55555555555554,1.4294117647058824
565.3544303797469,1808.4556962025317,79,0.0,0.0,inf
1523.9837398373984,1814.4146341463415,123,126.46341463414635,80.95238095238095,1.5621951219512196
1376.76,1818.56,25,0.0,0.0,inf
815.2173913043479,1842.7554347826087,184,200.95108695652175,55.43478260869565,3.6250000000000004
1648.0294117647059,1844.485294117647,68,0.0,0.0,inf
546.12,1858.6,25,0.0,0.0,inf
1232.5135135135135,1864.1351351351352,37,0.0,0.0,inf
1646.4117647058824,1864.4264705882354,68,105.0,83.26530612244898,1.2610294117647058
1403.9575757575758,1874.830303030303,165,0.0,0.0,inf
658.4807692307693,1882.2115384615386,52,73.5576923076923,0.0,inf
761.7068965517242,1884.8275862068965,58,0.0,0.0,inf
914.6111111111111,1887.7222222222222,18,255.0,255.0,1.0
911.3777777777777,1897.9333333333334,90,238.0,182.83018867924528,1.3017543859649123
1553.3714285714286,1959.5857142857142,70,0.0,0.0,inf
